sample	study	instrument_model	library_name	library_source	library_selection	library_strategy	library_layout	forward_file_name	forward_file_md5	reverse_file_name	reverse_file_md5	forward_file_accession	reverse_file_accession
SE017	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE017_R1.fastq.gz	c30df47cdaacd6fa25f97bb20d3dab91	fun1_reverse_SE017_R2.fastq.gz	c1b458d5ac590b74c3820bcf893710d9	ERR10223121	ERR10223121
SE018	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE018_R1.fastq.gz	f09ab1fa973aaca1bdad9e57b2337e9a	fun1_reverse_SE018_R2.fastq.gz	d0ceaac15f070fa927683c0656aeb212	ERR10223122	ERR10223122
SE019	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE019_R1.fastq.gz	b17fa24a3c60abfaa9d63e5c04980f13	fun1_reverse_SE019_R2.fastq.gz	16c3c2b3b7de24d51a5f360f4a4c1de7	ERR10223123	ERR10223123
SE020	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE020_R1.fastq.gz	030e453cfe48f8756c2dfeed12239d0f	fun1_reverse_SE020_R2.fastq.gz	43ba266b1858fa78823c0e5a2fb0f572	ERR10223124	ERR10223124
SE021	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE021_R1.fastq.gz	3231d8d73e0e2aad395638bbf72cdc3e	fun1_reverse_SE021_R2.fastq.gz	9032886a11cd4e268b3d251568502325	ERR10223125	ERR10223125
SE022	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE022_R1.fastq.gz	6c997985daf0e0c809c3cbde6fc022e2	fun1_reverse_SE022_R2.fastq.gz	710d82ab664335742adec553161d2ec2	ERR10223126	ERR10223126
SE023	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE023_R1.fastq.gz	fb6c340ac077e4c0f50aed2faf284b72	fun1_reverse_SE023_R2.fastq.gz	70f38d4eeb15994e3dff5e4bcb94f3b2	ERR10223127	ERR10223127
SE024	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE024_R1.fastq.gz	0004278b7043ff5f5109cebd71de9018	fun1_reverse_SE024_R2.fastq.gz	5cf64cab0ab58915073a9a64dc7e7325	ERR10223128	ERR10223128
SE025	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE025_R1.fastq.gz	5bdb4178e1290c3475a8a80426aa2e76	fun1_reverse_SE025_R2.fastq.gz	1dfe3c7f6b95b3d92ce819eec1812446	ERR10223129	ERR10223129
SE026	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE026_R1.fastq.gz	f3796359a121db57c358a34145622c09	fun1_reverse_SE026_R2.fastq.gz	f3fc335f19ac0ca19e3c5d0251edf354	ERR10223130	ERR10223130
SE027	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE027_R1.fastq.gz	8b3d87a4cb31f1ddefd34cff61cea738	fun1_reverse_SE027_R2.fastq.gz	a4ac631ecfc57eb6ff970ad88b7b9bb0	ERR10223131	ERR10223131
SE028	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE028_R1.fastq.gz	eb6e32df8cc0826c196390b9766438ab	fun1_reverse_SE028_R2.fastq.gz	bc044ed7b6e67353a97c282849aa162d	ERR10223132	ERR10223132
SE029	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE029_R1.fastq.gz	c191ba3ba56a577bfe5fdaa23f790ace	fun1_reverse_SE029_R2.fastq.gz	c5373921be4a65edea22a41cdfe9f2ec	ERR10223133	ERR10223133
SE030	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE030_R1.fastq.gz	c8fcaff49d2d1cc1dac7bfc230abbf53	fun1_reverse_SE030_R2.fastq.gz	a36584c5103452b22fa79c18e289337b	ERR10223134	ERR10223134
SE031	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE031_R1.fastq.gz	d4441ec1383145446116616a3e0a1282	fun1_reverse_SE031_R2.fastq.gz	a56d1fa14b4f95ec87deb1e807be802e	ERR10223135	ERR10223135
SE032	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE032_R1.fastq.gz	333bb81371d073b71d9a3d9e81824a35	fun1_reverse_SE032_R2.fastq.gz	88ae14b7c1026f37cd66c2b3c3ee544f	ERR10223136	ERR10223136
SE033	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE033_R1.fastq.gz	cbc269e790ab27affb3782df2c138ec4	fun1_reverse_SE033_R2.fastq.gz	e1d1ae2a67328fd8da0648019532db23	ERR10223137	ERR10223137
SE034	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE034_R1.fastq.gz	040a0747e7f553da194cfbcd5369d069	fun1_reverse_SE034_R2.fastq.gz	83383ce8dab30ca7931024979dcf0079	ERR10223138	ERR10223138
SE035	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE035_R1.fastq.gz	5803ff19e6f1a0d1c94ed1046d1b483f	fun1_reverse_SE035_R2.fastq.gz	d1cd3be6f74a922dbbea1dadfc8fb832	ERR10223139	ERR10223139
SE036	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp10_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE036_R1.fastq.gz	9c6490d0d876db5c05d56d42c94012d4	fun1_reverse_SE036_R2.fastq.gz	72f970b896eb1332dfb5ed06fe6f5450	ERR10223140	ERR10223140
SE037	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE037_R1.fastq.gz	c75177e45caca51ab77dcc672884732a	fun1_reverse_SE037_R2.fastq.gz	4324a1941bb175e3f95504e9cf61134d	ERR10223141	ERR10223141
SE038	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE038_R1.fastq.gz	ee98caef722a13eb14b1b3dc4a31e494	fun1_reverse_SE038_R2.fastq.gz	6624d4998e52080aa885cb1c71729b65	ERR10223142	ERR10223142
SE039	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE039_R1.fastq.gz	bf8314df81e035b433e778fec5586713	fun1_reverse_SE039_R2.fastq.gz	aad2b068125fef49c541b4aba20cad42	ERR10223143	ERR10223143
SE040	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE040_R1.fastq.gz	95c98a02af1073df591971d0ac8581c7	fun1_reverse_SE040_R2.fastq.gz	ad6625f87f05da0d8c42b6f26d001fe9	ERR10223144	ERR10223144
SE041	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE041_R1.fastq.gz	648b96958b3cbd5acb857cc205e4b7f0	fun1_reverse_SE041_R2.fastq.gz	66563e88c6b31d21aff4eeeef22001cd	ERR10223145	ERR10223145
SE042	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE042_R1.fastq.gz	4a021bed656221eed17211400046f6f6	fun1_reverse_SE042_R2.fastq.gz	271121569b9dc1d0c5a614092c0478b7	ERR10223146	ERR10223146
SE043	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE043_R1.fastq.gz	0d33a4a7c6041d988ee4aa3465cf003f	fun1_reverse_SE043_R2.fastq.gz	ba92da49f6da5547eb7e84e3b4c24c28	ERR10223147	ERR10223147
SE044	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE044_R1.fastq.gz	b0542681836bf7c81ae125c8cecf8141	fun1_reverse_SE044_R2.fastq.gz	39f6c6ef64b8263f06018fd5ec8b106c	ERR10223148	ERR10223148
SE045	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE045_R1.fastq.gz	a39ad63b154bb19b2b06b2fbcb651354	fun1_reverse_SE045_R2.fastq.gz	722bbd2069ac994b8f4799b07b68eea3	ERR10223149	ERR10223149
SE046	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE046_R1.fastq.gz	0a9371b2a078106692a52c571c4b7fca	fun1_reverse_SE046_R2.fastq.gz	78b50d71fdeeaf1cb4aa7f712069b319	ERR10223150	ERR10223150
SE047	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE047_R1.fastq.gz	b59b336c7409e711e7bd10ce44f9b75e	fun1_reverse_SE047_R2.fastq.gz	038436b07fd8b7aff00fdd248c25fa74	ERR10223151	ERR10223151
SE048	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE048_R1.fastq.gz	d6d2af5a14f149a5f4c94acb3549df3e	fun1_reverse_SE048_R2.fastq.gz	8cd90a311b600ddf87293f826bd667ad	ERR10223152	ERR10223152
SE049	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE049_R1.fastq.gz	cfbf8e7a7fd49d20e79209528bdabb85	fun1_reverse_SE049_R2.fastq.gz	04f28815ee8b89a0977666709b57ef50	ERR10223153	ERR10223153
SE050	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE050_R1.fastq.gz	1f6b0d41205ed5b44f6540dc88c62ca4	fun1_reverse_SE050_R2.fastq.gz	1f571efdeac7743488093389a76f2f7b	ERR10223154	ERR10223154
SE051	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE051_R1.fastq.gz	97c1dc51bfeca019ee9645487412d235	fun1_reverse_SE051_R2.fastq.gz	7b40e05ec61986cd7f10067ceec45416	ERR10223155	ERR10223155
SE052	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE052_R1.fastq.gz	d34b8b48e60a87468b8fb367ea1f3d9f	fun1_reverse_SE052_R2.fastq.gz	5ecde54d6a9ef92cd0f81e0384b19892	ERR10223156	ERR10223156
SE053	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE053_R1.fastq.gz	9165ad80f75b1378ac5478f3a6d1ce93	fun1_reverse_SE053_R2.fastq.gz	567b0043216784fc3621e2431c71d5c8	ERR10223157	ERR10223157
SE054	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE054_R1.fastq.gz	86880cd355c3db91c5eb88512e45b910	fun1_reverse_SE054_R2.fastq.gz	1bbc33ce469c3dee9a6f9cb275263cca	ERR10223158	ERR10223158
SE055	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE055_R1.fastq.gz	3bcfe99388b069c9e8a9ffe865566dfb	fun1_reverse_SE055_R2.fastq.gz	070dbd296ab74351da0e7d01d183f65b	ERR10223159	ERR10223159
SE056	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE056_R1.fastq.gz	10be9b355236a7b649db1feb29570cfb	fun1_reverse_SE056_R2.fastq.gz	c65dddec1d799c6447081f8584e86446	ERR10223160	ERR10223160
SE057	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE057_R1.fastq.gz	74265418332c56560b88f0e5ce18c220	fun1_reverse_SE057_R2.fastq.gz	eeccf3aea98e253b9cf88a32a3c15d03	ERR10223161	ERR10223161
SE058	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE058_R1.fastq.gz	6e3c4a9568e0ff82d284b2293c93fd5b	fun1_reverse_SE058_R2.fastq.gz	10b57fcdfe01d578bbd4a7354004ba5f	ERR10223162	ERR10223162
SE059	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE059_R1.fastq.gz	3aaebcfcba38d35b49122e86bab08a34	fun1_reverse_SE059_R2.fastq.gz	87dd12564861e790a8d05b1e33def1f2	ERR10223163	ERR10223163
SE060	PRJEB56039	Illumina MiSeq	fun1_reverse_closed_temp40_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE060_R1.fastq.gz	7494b1597e51f77780c7933215874d83	fun1_reverse_SE060_R2.fastq.gz	1c61133174154045a557452f0b923d3a	ERR10223164	ERR10223164
SE061	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE061_R1.fastq.gz	7d7d7995edc2807e0637af518145dcc1	fun1_reverse_SE061_R2.fastq.gz	e2fd8b285cf7f5a9f2966173a11573fa	ERR10223165	ERR10223165
SE062	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE062_R1.fastq.gz	909fc1cf92db6a553f806b6bf7572e0c	fun1_reverse_SE062_R2.fastq.gz	e175dfe72aadbe837ab87202417bc73e	ERR10223166	ERR10223166
SE063	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE063_R1.fastq.gz	e3ac6c2cb89abe914aca119fee753aae	fun1_reverse_SE063_R2.fastq.gz	2a3380b934448c053a423a09e8272fe2	ERR10223167	ERR10223167
SE064	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE064_R1.fastq.gz	f7d65c34f491e155c37e8cf7439b4219	fun1_reverse_SE064_R2.fastq.gz	a7d3e419077e029c121e652967fb30c8	ERR10223168	ERR10223168
SE065	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE065_R1.fastq.gz	e7e451a98aee9408d62972bd0bf9d361	fun1_reverse_SE065_R2.fastq.gz	1bed3a451a8aada4e6fa3c729e979fe1	ERR10223169	ERR10223169
SE066	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE066_R1.fastq.gz	f845709fa523eff5cb7a93a154dab1c0	fun1_reverse_SE066_R2.fastq.gz	17557f54c02a99c389f976401c5d91c4	ERR10223170	ERR10223170
SE067	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE067_R1.fastq.gz	c21605e3dd52bd642c6ea503b9790fc6	fun1_reverse_SE067_R2.fastq.gz	d1b88787cf142bb6466d1fa4ed4101f4	ERR10223171	ERR10223171
SE068	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE068_R1.fastq.gz	3fe934ec8812f7565e179d3efa9415fd	fun1_reverse_SE068_R2.fastq.gz	b20f91b1577b09b06aa9dc7d0b7c9808	ERR10223172	ERR10223172
SE069	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE069_R1.fastq.gz	8b51fd1d0a0c6b772a1d54087c95dcf5	fun1_reverse_SE069_R2.fastq.gz	5d915b5f5aa148b73e43fc4e715cf765	ERR10223173	ERR10223173
SE070	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE070_R1.fastq.gz	00b1ccc71d1dab15c14557bb365a808d	fun1_reverse_SE070_R2.fastq.gz	1cc6454f623d8077c3c73bb2440e013e	ERR10223174	ERR10223174
SE071	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE071_R1.fastq.gz	7cdc2c5934c72f17ea6abf07d6d9a850	fun1_reverse_SE071_R2.fastq.gz	d14dc1916b05f2fbf4e65ca8df61b50c	ERR10223175	ERR10223175
SE072	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp5_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE072_R1.fastq.gz	7baf0abfa77a301662b854c4ec98a71a	fun1_reverse_SE072_R2.fastq.gz	92d57598e5935d5522b71cab59ba5f16	ERR10223176	ERR10223176
SE073	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE073_R1.fastq.gz	5638a08ff2a2e580c3e14fde5db4dd62	fun1_reverse_SE073_R2.fastq.gz	c71225fc58b3381d6250b092e5faafe2	ERR10223177	ERR10223177
SE074	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE074_R1.fastq.gz	b406f32050c874647b6b3827c0b5d365	fun1_reverse_SE074_R2.fastq.gz	a73d89ef1666b8978ab230449667c903	ERR10223178	ERR10223178
SE075	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE075_R1.fastq.gz	13fa9dc51e922a6ded2989dfe3837b20	fun1_reverse_SE075_R2.fastq.gz	cf0b72d7f0b6031898457e02d1203797	ERR10223179	ERR10223179
SE076	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE076_R1.fastq.gz	b7d89100ffefedd939879944f6c97252	fun1_reverse_SE076_R2.fastq.gz	e5aadd9e1074b70474915169503ce0c3	ERR10223180	ERR10223180
SE077	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE077_R1.fastq.gz	5517d89499a1860287f12392f6247933	fun1_reverse_SE077_R2.fastq.gz	702cfb933b512a1362f60952fad9ef43	ERR10223181	ERR10223181
SE078	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE078_R1.fastq.gz	31c87984be73a5f88c8fcae17df8566b	fun1_reverse_SE078_R2.fastq.gz	7ff3761b6f78b076b5737c3e1b5a739d	ERR10223182	ERR10223182
SE079	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE079_R1.fastq.gz	e954778f9a077fd67cef19984e70ac0a	fun1_reverse_SE079_R2.fastq.gz	018458d08dcde3bf5ae46413d8e1fd2a	ERR10223183	ERR10223183
SE080	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE080_R1.fastq.gz	1a0595c7139e43a1273794e0b0f4abe0	fun1_reverse_SE080_R2.fastq.gz	e992d9a361e37e527281aff93e4c9008	ERR10223184	ERR10223184
SE081	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE081_R1.fastq.gz	9a375ff2889ccd8e709f0f1b562768a8	fun1_reverse_SE081_R2.fastq.gz	d4460cb7f23abcba183868d533e55c55	ERR10223185	ERR10223185
SE082	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE082_R1.fastq.gz	153d14fd11d22e0daf37e54a5b8f5355	fun1_reverse_SE082_R2.fastq.gz	bfe0aec2a90c4f24b002df0235ce5d27	ERR10223186	ERR10223186
SE083	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE083_R1.fastq.gz	e8a3165c714069d7aa43b5fcdd227c0c	fun1_reverse_SE083_R2.fastq.gz	da21931018157f7ca399dc7528377e9f	ERR10223187	ERR10223187
SE084	PRJEB56039	Illumina MiSeq	fun1_reverse_open_temp20_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_reverse_SE084_R1.fastq.gz	9524d9fa13b3d51892e65a210459bcff	fun1_reverse_SE084_R2.fastq.gz	6dc77707753e614789ff647c6264316f	ERR10223188	ERR10223188
SE001	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE001_R1.fastq.gz	bd6387ecd539c0bf522a65658343437c	fun1_true_SE001_R2.fastq.gz	b9425fa3651077032fe5aad9815e666d	ERR10223189	ERR10223189
SE002	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE002_R1.fastq.gz	0880c626f0859a8b6488353345ee27a2	fun1_true_SE002_R2.fastq.gz	0be3f7852c3efb6906645fcd242fb9ac	ERR10223190	ERR10223190
SE003	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE003_R1.fastq.gz	4be106f5801e4374142180650101ca77	fun1_true_SE003_R2.fastq.gz	f1a6d761a3e85ecc3e0aaf9122491974	ERR10223191	ERR10223191
SE004	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE004_R1.fastq.gz	40482b6b48f77137a4553e70ae1df9d6	fun1_true_SE004_R2.fastq.gz	6c7b8e1a5f497d2de73d3ac9ae919575	ERR10223192	ERR10223192
SE005	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE005_R1.fastq.gz	e716b166894451f589f0e2401cf2ac06	fun1_true_SE005_R2.fastq.gz	ed3441dce35fa3ea3404b6b6fcf045c7	ERR10223193	ERR10223193
SE006	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time1	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE006_R1.fastq.gz	85c5a4d94409f869172b03da12d2bf60	fun1_true_SE006_R2.fastq.gz	b59c57a5abd29f412b1c8d4a35b54856	ERR10223194	ERR10223194
SE007	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE007_R1.fastq.gz	8d61acee4eb16670277a3d00f560fa86	fun1_true_SE007_R2.fastq.gz	4e4eeffaff0ca4f5c669f52dc1078f2c	ERR10223195	ERR10223195
SE008	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE008_R1.fastq.gz	3ccab88ff392d993956ad81b1fa39c70	fun1_true_SE008_R2.fastq.gz	72725b2ccfcc344548589548d4422370	ERR10223196	ERR10223196
SE009	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time7	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE009_R1.fastq.gz	871766a9d48364f62375e48017a65700	fun1_true_SE009_R2.fastq.gz	47013c0f447d8c372fa9d2b4c639413b	ERR10223197	ERR10223197
SE010	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE010_R1.fastq.gz	bb50c7230c1f054d0c62b1bfdddfa88e	fun1_true_SE010_R2.fastq.gz	fbbf4ebffddf18f23993351512dc4d74	ERR10223198	ERR10223198
SE011	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE011_R1.fastq.gz	fd3087ad7213b91e06b90ee43784967d	fun1_true_SE011_R2.fastq.gz	e7315aef2ab24c5798899512e0c06872	ERR10223199	ERR10223199
SE012	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp0_time28	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE012_R1.fastq.gz	104cf1185aa7f42503862cd98c4cde57	fun1_true_SE012_R2.fastq.gz	66d03f529d3d7fd49bfb1b8e1b17b014	ERR10223200	ERR10223200
SE013	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE013_R1.fastq.gz	9f08333a6331fcbf31689d8a5dd302a6	fun1_true_SE013_R2.fastq.gz	43f8834019792067f3018622c32df543	ERR10223201	ERR10223201
SE014	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE014_R1.fastq.gz	5dd910b142074e3c60e94a0c3b0677cc	fun1_true_SE014_R2.fastq.gz	d5b2e3651fc390344e7274e980262ea3	ERR10223202	ERR10223202
SE015	PRJEB56039	Illumina MiSeq	fun1_true_closed_temp5_time0	METAGENOMIC	PCR	AMPLICON	PAIRED	fun1_true_SE015_R1.fastq.gz	85b21182775b7fc7e6814ba54f62161d	fun1_true_SE015_R2.fastq.gz	9da5173888a173165fdb1898775f5503	ERR10223203	ERR10223203
